,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,49,45,48,1,5
Cash from Investing Activity,-15,-19,-29,-146,-40
Cash from Financing Activity,-29,-30,-10,160,13
Net Cash Flow,5,-5,9,14,-22
