,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,13,13,14,14,14.0
Reserves,35,63,100,239,312,331.0
Preference Capital,27,23,19,14,7,
Borrowings,87,77,77,204,250,365.0
Other Liabilities,165,182,187,303,315,486.0
Total Liabilities,294,335,377,759,891,1195.0
Fixed Assets,85,94,120,245,318,516.0
CWIP,4,10,3,31,3,9.0
Investments,0,0,0,0,0,0.0
Other Assets,205,231,254,483,570,670.0
Total Assets,294,335,377,759,891,1195.0
