,2022-06-01,2022-09-01,2023-06-01,2023-09-01
Sales,145.0,190.0,180.0,181.0
Expenses,106.0,132.0,121.0,119.0
Operating Profit,38.0,59.0,59.0,63.0
OPM %,27.0,31.0,33.0,35.0
Other Income,4.0,7.0,5.0,8.0
Interest,0.0,0.0,0.0,0.0
Depreciation,6.0,6.0,6.0,6.0
Profit before tax,36.0,59.0,58.0,64.0
Tax %,24.0,26.0,24.0,26.0
Net Profit,28.0,44.0,44.0,48.0
EPS in Rs,1.61,2.53,2.54,2.76
