,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,538.0,499.0,683.0,721.0
Expenses,325.0,292.0,434.0,502.0
Operating Profit,214.0,207.0,249.0,219.0
OPM %,40.0,41.0,36.0,30.0
Other Income,6.0,9.0,19.0,24.0
Interest,7.0,5.0,3.0,1.0
Depreciation,18.0,20.0,22.0,25.0
Profit before tax,194.0,190.0,243.0,217.0
Tax %,25.0,26.0,25.0,26.0
Net Profit,145.0,142.0,182.0,160.0
EPS in Rs,24118.33,1428.57,10.47,9.23
