,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,10,35,35,35.0
Reserves,198,330,487,647,739.0
Preference Capital,0,2,0,0,
Borrowings,74,52,19,5,2.0
Other Liabilities,92,145,173,176,188.0
Total Liabilities,364,536,713,862,964.0
Fixed Assets,107,0,156,151,185.0
CWIP,2,3,3,30,64.0
Investments,26,37,94,189,211.0
Other Assets,229,497,460,491,504.0
Total Assets,364,536,713,862,964.0
