,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,88.13,124.43,83.65,72.08
Inventory Days,138.73,242.59,211.46,337.04
Days Payable,126.76,148.43,108.36,109.73
Cash Conversion Cycle,100.1,218.59,186.75,299.38
Working Capital Days,69.22,178.28,134.06,199.57
ROCE %,,10.82,9.6,19.22
