,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,87.0,87,96,82,71
Inventory Days,35.0,45,40,43,38
Days Payable,51.0,43,89,88,105
Cash Conversion Cycle,71.0,89,48,37,4
Working Capital Days,84.0,89,79,69,38
ROCE %,,15,32,33,28
