,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,8.58,8.58,8.58,8.58,8.58,8.58
Public,91.42,91.42,91.42,91.42,91.41,91.41
No. of Shareholders,176.0,195.0,195.0,196.0,194.0,193.0
