,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13
Reserves,55,65,66,67
Borrowings,21,51,142,148
Other Liabilities,33,37,42,37
Total Liabilities,121,165,263,265
Fixed Assets,19,26,27,27
CWIP,0,0,91,108
Investments,0,0,0,0
Other Assets,102,139,144,130
Total Assets,121,165,263,265
