,2021-03-01,2022-03-01,2023-03-01
Debtor Days,17.0,15,17
Inventory Days,72.0,95,98
Days Payable,8.0,12,21
Cash Conversion Cycle,81.0,98,94
Working Capital Days,58.0,73,85
ROCE %,,14,3
