,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
FIIs,5.83,5.81,6.7,7.21,7.94,8.36,8.19,7.22,7.01,6.91,7.56,7.84
DIIs,13.54,12.98,12.37,4.57,12.51,11.32,11.5,11.24,11.54,11.92,11.55,10.7
Government,0.11,0.11,0.11,0.11,0.11,0.11,0.11,19.6,19.6,19.6,19.6,19.6
Public,29.02,29.6,29.31,36.6,27.94,28.71,28.69,10.42,10.34,10.06,9.77,10.36
No. of Shareholders,834815.0,943030.0,940651.0,955410.0,1145473.0,1335443.0,1484847.0,1799117.0,1817775.0,1827303.0,1791349.0,1972340.0
