,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,16,17,52,52,54,57,115,115.0
Reserves,267,289,292,346,452,1044,1374,1652,1809,2202,3381,4041,4330.0
Preference Capital,4,4,4,4,4,0,20,3,0,0,0,0,
Borrowings,183,198,304,232,393,510,594,1080,1317,1159,948,1395,1649.0
Other Liabilities,251,302,369,402,626,829,1379,1447,2403,2562,2411,2716,2983.0
Total Liabilities,717,806,981,997,1487,2398,3365,4231,5581,5977,6798,8267,9077.0
Fixed Assets,275,319,401,411,573,885,1350,1861,2674,2797,2805,3316,3692.0
CWIP,5,42,22,9,130,117,211,150,360,134,347,293,260.0
Investments,23,22,47,28,44,111,155,356,398,531,607,869,859.0
Other Assets,414,423,512,548,740,1285,1649,1864,2148,2515,3040,3789,4266.0
Total Assets,717,806,981,997,1487,2398,3365,4231,5581,5977,6798,8267,9077.0
