,2022-03-01,2023-03-01,2023-09-01
Promoters,32.12,32.33,32.33
FIIs,19.44,14.07,12.85
DIIs,32.77,39.78,41.79
Public,15.67,13.83,13.04
No. of Shareholders,46468.0,58769.0,69794.0
