,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,32.12,32.12,32.13,32.13,32.33,32.33,32.33
FIIs,19.44,17.23,16.45,15.07,14.07,13.79,12.85
DIIs,32.77,37.07,37.55,38.59,39.78,40.29,41.79
Public,15.67,13.57,13.89,14.22,13.83,13.61,13.04
No. of Shareholders,46468.0,49082.0,53010.0,56101.0,58769.0,60495.0,69794.0
