,2010-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,,,,,0.13,-2.11,-15.11,-4.32,-3.61,4.36,2.27
Cash from Investing Activity,0,,,,,-0.45,-0.43,-0.38,0.31,0.11,0.0,0.0
Cash from Financing Activity,0,,,,,0.0,18.64,0.03,3.53,2.6,-3.38,-3.3
Net Cash Flow,0,,,,,-0.32,16.11,-15.47,-0.49,-0.9,0.97,-1.03
