,Mar 2010,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.75,0.00,0.00,0.00,0.00,0.09,0.12,8.21,4.1,7.23,12.68,6.86,3.84
Expenses,0.6,0.13,0.13,0.03,0.03,0.03,0.28,7.79,3.68,6.62,11.67,6.68,3.85
Operating Profit,0.15,-0.13,-0.13,-0.03,-0.03,0.06,-0.16,0.42,0.42,0.61,1.01,0.18,-0.01
OPM %,20.0,,,,,66.67,-133.33,5.12,10.24,8.44,7.97,2.62,-0.26
Other Income,0.0,0.10,0.11,0.10,0.10,0.13,0.48,0.91,0.12,0.02,0.01,0.02,0.00
Interest,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.01,0.01,0.01,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.15,-0.04,-0.03,0.06,0.07,0.19,0.32,1.31,0.54,0.63,1.02,0.2,-0.01
Tax %,0.0,-25.00,-33.33,33.33,28.57,31.58,50.0,27.48,24.07,26.98,31.37,0.0,
Net Profit,0.15,-0.04,-0.05,0.04,0.04,0.13,0.16,0.95,0.4,0.46,0.71,0.2,0.04
EPS in Rs,3.09,-0.82,-1.03,0.82,0.82,2.68,0.12,0.72,0.3,0.35,0.54,0.15,0.03
