,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01
Equity Capital,0.24,0.24,0.24,0.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
Reserves,-0.08,-0.07,-0.07,-0.07,-0.01,0.06,0.07,0.09,0.32,0.34,0.3,0.42
Borrowings,0.0,0.0,0.05,0.03,0.0,0.01,0.01,0.0,0.08,0.12,0.12,0.0
Other Liabilities,0.02,0.02,0.02,0.03,0.01,0.1,0.18,0.2,0.49,0.35,0.15,0.24
Total Liabilities,0.18,0.19,0.24,0.23,3.24,3.41,3.5,3.53,4.13,4.05,3.81,3.9
Fixed Assets,0.07,0.06,0.1,0.09,0.0,0.0,0.01,0.01,0.09,0.08,0.07,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.0
Other Assets,0.11,0.1,0.13,0.14,3.24,3.41,3.49,3.52,3.91,3.85,3.62,3.84
Total Assets,0.18,0.19,0.24,0.23,3.24,3.41,3.5,3.53,4.13,4.05,3.81,3.9
