,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales,0.00,0.0,0.00,0.00,3.62,0.67,0.59,1.41,1.67,0.39,0.38,0.33,1.82
Expenses,0.03,0.05,0.05,0.04,4.0,0.66,0.63,1.37,1.31,0.34,0.41,0.15,1.75
Operating Profit,-0.03,-0.05,-0.05,-0.04,-0.38,0.01,-0.04,0.04,0.36,0.05,-0.03,0.18,0.07
OPM %,,,,,-10.5,1.49,-6.78,2.84,21.56,12.82,-7.89,54.55,3.85
Other Income,0.05,0.06,0.06,0.06,0.43,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.19
Interest,0.00,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Profit before tax,0.01,0.0,-0.01,0.01,0.05,0.02,0.03,0.04,0.35,0.04,-0.04,0.17,0.25
Tax %,0.00,,0.00,0.00,0.0,-200.0,100.0,25.0,28.57,75.0,0.0,23.53,
Net Profit,0.01,0.01,0.00,0.00,0.06,0.07,0.01,0.02,0.26,0.02,-0.04,0.12,0.18
EPS in Rs,0.42,0.42,0.00,0.00,0.19,0.22,0.03,0.06,0.8,0.06,-0.12,0.37,0.56
