,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2022-09-01
Promoters,6.52,4.63,4.63,4.63,11.89,0.0,0.0
Public,93.48,95.37,95.37,95.37,88.11,100.0,100.02
No. of Shareholders,543.0,538.0,561.0,302.0,803.0,755.0,755.0
