,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,365.00,90.28,221.61,118.23
Inventory Days,,0.00,0.00,0.00,0.00
Days Payable,,,,,
Cash Conversion Cycle,,365.00,90.28,221.61,118.23
Working Capital Days,,32.02,18.44,41.41,88.48
ROCE %,,66.67,2.47,5.60,1.88
