,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.15,1.87,3.28,1.41,-4.07,-1.83
Cash from Investing Activity,0.21,-2.8,-2.06,-1.69,1.62,-2.31
Cash from Financing Activity,-0.17,2.29,-0.75,2.04,1.01,4.65
Net Cash Flow,0.18,1.36,0.47,1.76,-1.44,0.51
