,2022-09-01,2023-03-01,2023-09-01
Sales,18.7,23.78,31.53
Expenses,16.83,21.01,28.1
Operating Profit,1.87,2.77,3.43
OPM %,10.0,11.65,10.88
Other Income,0.25,0.84,0.25
Interest,0.41,0.48,0.43
Depreciation,0.07,0.09,0.1
Profit before tax,1.64,3.04,3.15
Tax %,25.0,23.36,25.08
Net Profit,1.22,2.34,2.36
EPS in Rs,1.26,2.41,2.43
