,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2023-03-01
Cash from Operating Activity,1,24,32,43,103,-25,-6
Cash from Investing Activity,8,-3,162,20,-67,-26,-116
Cash from Financing Activity,-8,-22,-193,-64,-31,40,238
Net Cash Flow,1,-1,2,-1,6,-10,115
