,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,37.46,37.8,37.87,37.88,37.88,41.88,41.88
FIIs,6.84,7.45,10.81,10.57,11.03,38.63,40.22
DIIs,2.77,2.29,6.51,8.72,8.64,8.93,7.64
Public,52.2,51.86,44.23,42.33,41.99,10.12,9.85
Others,0.73,0.59,0.58,0.5,0.46,0.43,0.41
No. of Shareholders,149169.0,90750.0,84716.0,78719.0,80427.0,82129.0,67673.0
