,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-74,233,262,97,300,421,616,483,350,417,375
Cash from Investing Activity,-316,-114,-41,-79,-89,-25,-193,-136,-333,-289,-272
Cash from Financing Activity,392,-132,-210,-14,-218,-393,-348,-201,-3,-176,10
Net Cash Flow,2,-14,11,4,-7,2,76,146,14,-47,114
