,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.4,59.44,59.44,59.44,59.44
Public,40.6,40.56,40.56,40.56,40.56
No. of Shareholders,76.0,78.0,248.0,333.0,333.0
