,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15,15,15,15,15,15,15,15
Reserves,199,217,235,249,285,298,308,323,321,361,383,377,384
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,84,70,63,57,54,42,44,39,44,37,35,45,56
Total Liabilities,298,302,313,321,354,355,367,378,380,413,434,438,455
Fixed Assets,102,95,122,111,114,102,89,78,64,53,43,37,32
CWIP,0,9,3,3,4,5,6,4,3,2,2,0,0
Investments,36,36,120,160,192,214,231,260,266,315,355,229,245
Other Assets,160,162,67,47,44,34,41,36,47,43,34,172,178
Total Assets,298,302,313,321,354,355,367,378,380,413,434,438,455
