,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.38,1.05,2.61,-0.74,-0.73,0.64,0.77,-0.23,0.94,1.18,2.31,5.16
Cash from Investing Activity,-1.33,-1.84,1.42,0.6900000000000001,1.18,-0.24,0.05,0.17,-0.61,-0.92,-1.02,-4.12
Cash from Financing Activity,0.02,1.4,-0.37,-0.21,-0.34,-0.4,-0.63,-0.18,-0.23,0.21,-0.64,-0.65
Net Cash Flow,0.07,0.61,3.66,-0.26,0.11,0.0,0.19,-0.24,0.1,0.46,0.65,0.4
