,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,6,6
Reserves,23,24,25,27,31,33
Borrowings,65,72,81,82,89,88
Other Liabilities,25,20,14,20,18,24
Total Liabilities,118,121,123,133,144,150
Fixed Assets,24,22,21,21,23,22
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,94,98,102,111,121,128
Total Assets,118,121,123,133,144,150
