,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,5,-3,6,0
Cash from Investing Activity,-3,0,0,-1,-3
Cash from Financing Activity,-2,-5,3,-6,3
Net Cash Flow,0,0,0,-2,0
