,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,77.0,65,158,90,75
Inventory Days,105.0,111,408,213,128
Days Payable,45.0,32,68,52,26
Cash Conversion Cycle,137.0,144,498,252,177
Working Capital Days,123.0,130,419,222,158
ROCE %,,9,8,8,10
