,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,241,250,250,282,284,285,308,310,310,311,311,312,312.0
Reserves,621,753,904,1307,1508,1920,2500,2806,3112,3448,3738,4255,
Borrowings,7459,9889,11185,13773,16074,20565,25934,31158,33778,34186,38774,45357,
Other Liabilities,356,386,584,771,1252,1276,1481,1518,1305,1657,1970,2443,
Total Liabilities,8677,11279,12923,16132,19119,24046,30222,35792,38505,39602,44793,52366,
Fixed Assets,126,236,239,237,248,489,494,526,546,569,608,783,
CWIP,59,3,0,0,0,0,0,0,0,0,53,44,
Investments,2518,3359,3634,3962,4333,5818,6219,7844,7742,8414,9051,12582,
Other Assets,5974,7681,9050,11933,14537,17740,23509,27422,30218,30620,35081,38957,
Total Assets,8677,11279,12923,16132,19119,24046,30222,35792,38505,39602,44793,52366,
