,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,8,3,5,16
Cash from Investing Activity,3,0,0,-15
Cash from Financing Activity,-11,1,-8,1
Net Cash Flow,0,4,-3,2
