,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,86.0,113.0,255.0,370.0
Expenses,80.0,101.0,243.0,349.0
Operating Profit,6.0,11.0,12.0,22.0
OPM %,8.0,10.0,5.0,6.0
Other Income,4.0,0.0,0.0,0.0
Interest,2.0,3.0,2.0,3.0
Depreciation,7.0,4.0,4.0,5.0
Profit before tax,2.0,5.0,6.0,14.0
Tax %,-187.0,28.0,16.0,28.0
Net Profit,5.0,3.0,5.0,10.0
EPS in Rs,6.59,4.76,6.86,14.27
