,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7.0,7,7,14
Reserves,28,,39,49,47
Borrowings,39,,49,42,35
Other Liabilities,27,,41,78,79
Total Liabilities,102,,136,176,175
Fixed Assets,54,,53,64,70
CWIP,0,,0,0,0
Investments,2,,2,2,0
Other Assets,46,,81,110,104
Total Assets,102,,136,176,175
