,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,64.56,63.03,70.81,70.83,67.17,69.17,74.05,69.84,75.31,76.62,82.45,70.39,92.54
Expenses,57.45,57.1,64.47,63.35,60.84,62.95,70.6,64.8,69.53,70.47,74.29,63.95,84.84
Operating Profit,7.11,5.93,6.34,7.48,6.33,6.22,3.45,5.04,5.78,6.15,8.16,6.44,7.7
OPM %,11.01,9.41,8.95,10.56,9.42,8.99,4.66,7.22,7.67,8.03,9.9,9.15,8.32
Other Income,0.06,0.19,0.73,0.14,0.56,0.75,3.7,0.24,0.05,0.46,0.19,0.16,0.14
Interest,3.19,2.89,3.11,2.97,2.63,2.36,2.45,2.37,2.86,3.11,3.85,3.64,3.82
Depreciation,2.17,2.03,3.44,2.19,2.21,2.21,2.42,2.23,2.37,2.45,2.09,2.53,2.42
Profit before tax,1.81,1.2,0.52,2.46,2.05,2.4,2.28,0.68,0.6,1.05,2.41,0.43,1.6
Tax %,71.82,66.67,-576.92,32.93,31.71,80.42,3.95,58.82,78.33,43.81,32.78,79.07,39.38
Net Profit,0.5,0.4,3.53,1.65,1.39,0.48,2.19,0.28,0.12,0.59,1.62,0.09,0.97
EPS in Rs,0.3,0.23,2.42,1.09,0.93,0.43,1.33,0.18,0.07,0.36,1.02,0.05,0.61
