,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,296.98,715.97,680.46,205.23,642.07,958.11,713.34,948.44,1012.74,1137.07,923.9,993.61,1039.12
Expenses,335.13,622.8,585.66,268.42,569.75,774.22,637.1,785.94,847.5,924.28,769.17,821.75,878.2
Operating Profit,-38.15,93.17,94.8,-63.19,72.32,183.89,76.24,162.5,165.24,212.79,154.73,171.86,160.92
OPM %,-12.85,13.01,13.93,-30.79,11.26,19.19,10.69,17.13,16.32,18.71,16.75,17.3,15.49
Other Income,63.49,30.48,24.24,64.27,67.56,41.47,21.39,5.56,1.89,24.37,22.91,7.29,5.68
Interest,61.49,54.19,51.24,51.38,52.68,49.73,52.81,51.13,51.4,51.5,55.13,54.14,54.92
Depreciation,95.74,101.79,92.04,89.15,91.82,81.19,92.72,84.56,92.72,99.88,104.48,105.03,108.19
Profit before tax,-131.89,-32.33,-24.24,-139.45,-4.62,94.44,-47.9,32.37,23.01,85.78,18.03,19.98,3.49
Tax %,25.92,22.33,0.58,24.78,22.51,17.35,68.68,29.47,29.6,26.86,20.91,27.48,21.78
Net Profit,-97.7,-25.11,-24.1,-104.89,-3.58,77.32,-15.85,22.83,16.2,62.74,14.26,14.49,2.73
EPS in Rs,-8.93,-2.3,-2.2,-9.59,-0.33,7.06,-1.45,2.08,1.48,5.72,1.3,1.32,0.25
