,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,8,-11,-2,10,-1
Cash from Investing Activity,-2,4,7,1,12,-2
Cash from Financing Activity,-6,-5,-2,-1,-7,1
Net Cash Flow,-7,6,-6,-2,15,-3
