,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,2,2,18,24
Reserves,29,32,33,33,35,36,68
Borrowings,17,15,15,15,10,11,4
Other Liabilities,50,86,81,56,80,65,68
Total Liabilities,99,135,132,107,127,130,165
Fixed Assets,9,8,24,19,11,5,3
CWIP,0,0,0,0,0,0,0
Investments,9,17,3,6,6,7,19
Other Assets,80,109,106,82,110,118,143
Total Assets,99,135,132,107,127,130,165
