,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,2,2,3,3,18,18,18,18,19,21,21
Reserves,2,3,2,3,4,11,15,18,19,21,27,59,67
Borrowings,1,9,12,17,21,21,17,16,19,25,19,42,47
Other Liabilities,8,3,5,11,17,26,34,24,24,34,22,31,24
Total Liabilities,12,16,20,32,44,60,84,76,79,98,87,153,159
Fixed Assets,1,1,4,4,7,7,9,8,8,11,12,21,21
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,11,14,17,28,37,54,75,67,71,88,75,132,138
Total Assets,12,16,20,32,44,60,84,76,79,98,87,153,159
