,2013-06-01,2013-09-01,2013-12-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,77.0,77.0,81.0,150.0,204.0,195.0,252.0,196.0,182.0,151.0,133.0,156.0,143.0
Expenses,67.0,64.0,69.0,106.0,170.0,159.0,222.0,182.0,183.0,145.0,131.0,152.0,140.0
Operating Profit,10.0,13.0,12.0,44.0,35.0,36.0,30.0,14.0,-1.0,6.0,2.0,4.0,3.0
OPM %,12.0,17.0,15.0,29.0,17.0,18.0,12.0,7.0,-0.0,4.0,2.0,2.0,2.0
Other Income,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Interest,9.0,9.0,10.0,2.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0
Depreciation,4.0,4.0,4.0,7.0,19.0,16.0,17.0,16.0,11.0,13.0,13.0,11.0,12.0
Profit before tax,-4.0,0.0,-2.0,36.0,8.0,11.0,5.0,-10.0,-20.0,-16.0,-18.0,-15.0,-17.0
Tax %,34.0,-2600.0,-15.0,25.0,27.0,27.0,63.0,22.0,3.0,9.0,8.0,10.0,9.0
Net Profit,-2.0,0.0,-3.0,27.0,6.0,8.0,2.0,-8.0,-20.0,-14.0,-17.0,-14.0,-15.0
EPS in Rs,-0.61,0.13,-0.71,6.89,1.49,2.01,0.54,-2.03,-5.18,-4.78,-5.7,-4.58,-5.21
