,2006-03-01,2007-03-01,2008-03-01,2009-03-01,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,11,33,30,4,16,62,52,99,21
Cash from Investing Activity,-2,-15,-38,-26,-153,-33,-33,-19,-505,-14
Cash from Financing Activity,0,4,8,-4,149,17,-26,-34,410,-19
Net Cash Flow,0,0,3,0,0,0,3,-2,3,-12
