,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.37,5.68,7.66,10.15,10.42,11.91,13.66,13.62,17.65,16.59,22.67,24.19,24.40
Expenses,3.83,4.85,5.47,6.3,6.74,7.86,9.11,10.5,12.99,11.06,14.02,17.57,18.72
Operating Profit,0.54,0.83,2.19,3.85,3.68,4.05,4.55,3.12,4.66,5.53,8.65,6.62,5.68
OPM %,12.36,14.61,28.59,37.93,35.32,34.01,33.31,22.91,26.4,33.33,38.16,27.37,23.28
Other Income,0.14,0.17,0.25,0.2,0.62,0.65,0.4,0.56,0.81,0.76,0.89,1.79,2.01
Interest,0.04,0.02,0.02,0.01,0.03,0.3,0.69,0.58,0.5,0.31,0.0,0.0,0.00
Depreciation,0.12,0.13,0.14,0.23,0.44,0.54,0.95,2.05,4.15,3.63,3.16,2.76,2.55
Profit before tax,0.52,0.85,2.28,3.81,3.83,3.86,3.31,1.05,0.82,2.35,6.38,5.65,5.14
Tax %,0.0,0.0,7.46,23.62,33.16,33.16,27.19,38.1,45.12,17.87,27.74,22.65,
Net Profit,0.52,0.85,2.11,2.91,2.56,2.58,2.41,0.64,0.45,1.93,4.6,4.37,3.99
EPS in Rs,0.59,0.96,2.38,3.28,2.89,2.91,2.72,0.72,0.51,1.23,2.92,2.77,2.53
