,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.84,3.84,3.84
Reserves,,7.72,10.99
Borrowings,,0.0,24.61
Other Liabilities,,22.57,25.23
Total Liabilities,,34.13,64.67
Fixed Assets,,6.55,6.51
CWIP,,0.03,0.8200000000000001
Investments,,1.26,1.54
Other Assets,,26.29,55.8
Total Assets,,34.13,64.67
