,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,62,68,58,50,59,62,54,54,61,78,71,83
Inventory Days,159,88,62,44,55,59,50,45,88,,,
Days Payable,126,86,53,55,57,70,48,39,59,,,
Cash Conversion Cycle,95,70,67,39,58,50,55,61,90,78,71,83
Working Capital Days,40,40,44,26,26,24,30,33,50,67,102,122
ROCE %,24,19,18,21,23,24,23,22,16,14,11,11
