,2022-03-01,2023-03-01,2023-09-01
Promoters,79.17,79.17,72.02
FIIs,3.05,3.54,4.4
DIIs,8.13,11.71,13.78
Public,9.65,5.59,9.79
No. of Shareholders,89930.0,70037.0,74628.0
