,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.8,19.85,9.46,16.24,12.39
Expenses,22.96,18.27,9.03,15.33,11.6
Operating Profit,0.84,1.58,0.43,0.91,0.79
OPM %,3.53,7.96,4.55,5.6,6.38
Other Income,0.0,0.0,0.11,0.0,0.0
Interest,0.05,0.24,0.08,0.09,0.0
Depreciation,0.0,0.15,0.05,0.04,0.03
Profit before tax,0.79,1.19,0.41,0.78,0.76
Tax %,0.0,53.78,26.83,14.1,36.84
Net Profit,0.79,0.55,0.3,0.65,0.48
EPS in Rs,0.06,0.04,0.02,0.05,0.03
