,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.03,71.03,71.03,71.03,71.03,71.03,69.97
FIIs,0.0,0.0,0.0,0.0,0.0,0.01,0.01
Public,28.97,28.97,28.97,28.97,28.97,28.97,30.03
No. of Shareholders,64.0,59.0,63.0,58.0,78.0,15804.0,31725.0
