,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,57.51,63.6,71.04,69.42,74.64,84.79,76.51,80.52,75.19,63.08,69.06,76.93,72.8
Expenses,47.68,53.55,59.61,57.89,65.21,75.43,69.22,73.15,76.55,68.11,76.28,74.32,68.16
Operating Profit,9.83,10.05,11.43,11.53,9.43,9.36,7.29,7.37,-1.36,-5.03,-7.22,2.61,4.64
OPM %,17.09,15.8,16.09,16.61,12.63,11.04,9.53,9.15,-1.81,-7.97,-10.45,3.39,6.37
Other Income,3.14,0.1,0.1,2.76,0.12,0.3,0.16,0.03,0.15,13.37,0.94,0.46,0.14
Interest,0.98,1.05,1.35,1.26,1.51,1.49,1.61,3.26,3.69,4.29,5.01,4.13,4.73
Depreciation,2.41,2.45,2.88,2.54,2.54,2.54,1.81,3.87,3.87,3.9,4.39,4.47,4.56
Profit before tax,9.58,6.65,7.3,10.49,5.5,5.63,4.03,0.27,-8.77,0.15,-15.68,-5.53,-4.51
Tax %,26.93,28.87,29.59,14.97,25.64,25.75,-11.17,81.48,25.09,0.0,34.25,25.14,25.28
Net Profit,7.0,4.73,5.13,8.91,4.09,4.18,4.48,0.05,-6.57,0.14,-10.3,-4.14,-3.38
EPS in Rs,4.67,3.15,3.42,5.94,2.73,2.79,2.99,0.03,-4.38,0.09,-5.49,-2.21,-1.8
