,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,13,15,15,15,16,18,22,28,39,50,60,68,78
Borrowings,2,5,4,9,12,25,14,19,0,0,0,0,0
Other Liabilities,17,19,24,27,36,52,48,37,36,40,43,56,46
Total Liabilities,37,44,48,57,70,101,89,89,80,94,107,129,129
Fixed Assets,17,18,19,18,19,21,20,20,19,20,19,20,19
CWIP,0,0,1,2,3,0,0,0,0,0,0,0,0
Investments,6,3,1,0,0,0,0,0,9,11,16,28,22
Other Assets,14,23,27,36,48,79,69,69,52,64,72,81,87
Total Assets,37,44,48,57,70,101,89,89,80,94,107,129,129
