,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,9,12
Reserves,3,4,6,3,22
Borrowings,14,16,27,37,36
Other Liabilities,10,13,14,11,14
Total Liabilities,28,34,48,60,84
Fixed Assets,6,0,8,9,9
CWIP,0,0,1,3,4
Investments,0,0,0,0,0
Other Assets,22,33,39,49,71
Total Assets,28,34,48,60,84
