,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.09,51.07,51.07,51.08,51.08,43.81,43.81,43.81
FIIs,0.0,0.02,0.0,0.0,0.0,6.1,7.13,7.01
DIIs,8.53,11.41,13.04,15.95,13.87,13.53,14.1,13.82
Public,37.37,37.51,35.89,32.97,35.05,36.56,34.95,35.36
No. of Shareholders,3694.0,3023.0,4721.0,4480.0,4077.0,4635.0,5257.0,6236.0
