,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.13,52.15,52.19,52.21,52.21,52.21,52.28,51.67,51.4
DIIs,5.27,5.27,5.27,5.27,5.27,5.27,5.25,4.89,4.87
Public,42.61,42.58,42.55,42.52,42.52,42.52,42.46,43.44,43.74
No. of Shareholders,5578.0,5570.0,5538.0,5430.0,5420.0,5426.0,7669.0,8073.0,8056.0
