,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03
Reserves,-2.05,0.91,2.59,3.48,3.99,11.56,14.62,12.66,11.81,6.34,12.19,12.49,14.27
Borrowings,4.79,4.48,4.78,1.31,1.31,0.12,0.54,0.72,0.2,0.14,0.48,0.3,0.23
Other Liabilities,27.41,25.15,21.59,21.21,20.59,20.26,4.3,1.07,0.96,0.98,0.91,1.01,0.92
Total Liabilities,43.18,43.57,41.99,39.03,38.92,44.97,32.49,27.48,26.0,20.49,26.61,26.83,28.45
Fixed Assets,3.32,3.22,0.26,0.24,0.2,7.61,7.49,7.38,11.11,10.77,10.74,10.38,10.2
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,8.98,8.56,11.24,8.76,8.63,8.29,7.18,4.01,2.5,4.54,4.15,4.34,5.95
Other Assets,30.88,31.79,30.49,30.03,30.09,29.07,17.82,16.09,12.39,5.18,11.72,12.11,12.3
Total Assets,43.18,43.57,41.99,39.03,38.92,44.97,32.49,27.48,26.0,20.49,26.61,26.83,28.45
