,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,1.07,1.28,4.43,0.31,-0.00
Expenses,0.01,0.01,0.04,0.06,0.01,0.01,0.08,0.06,1.07,1.27,4.36,0.36,0.01
Operating Profit,-0.01,-0.01,-0.04,-0.06,-0.01,-0.01,-0.08,-0.06,-0.00,0.01,0.07,-0.05,-0.01
OPM %,,,,,,,,,-0.00,0.78,1.58,-16.13,
Other Income,0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,-0.00
Interest,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,-0.00
Depreciation,0.01,0.01,0.01,0.01,-0.00,0.01,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,-0.00
Profit before tax,-0.01,-0.02,-0.05,-0.07,-0.01,-0.02,-0.08,-0.06,-0.00,0.01,0.07,-0.05,-0.01
Tax %,1500.00,750.00,40.00,-114.29,-800.00,-400.00,-512.50,-0.00,,-0.0,-0.0,-0.0,-0.00
Net Profit,0.14,0.13,-0.04,-0.15,-0.10,-0.10,-0.49,-0.06,-0.00,0.01,0.06,-0.05,-0.01
EPS in Rs,0.07,0.06,-0.02,-0.08,-0.05,-0.05,-0.24,-0.03,-0.00,0.0,0.03,-0.02,-0.00
