,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,274,247,241,-36,469,177,300,480,336,188,917,701
Cash from Investing Activity,-444,-474,-385,330,-148,-241,-156,-399,-415,-186,-466,-431
Cash from Financing Activity,233,218,176,-385,-383,63,-86,-106,199,-70,-331,-479
Net Cash Flow,64,-9,32,-91,-61,-1,58,-24,120,-68,120,-208
