,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,5.45,5.45,7.2
Reserves,0.66,0.66,7.17,6.71,27.04
Borrowings,20.47,20.47,16.03,20.4,14.08
Other Liabilities,2.52,2.37,0.88,1.56,4.67
Total Liabilities,23.66,23.51,29.53,34.12,52.99
Fixed Assets,1.56,1.56,15.95,18.35,17.77
CWIP,14.28,14.28,0.0,0.0,0.0
Investments,0.1,0.1,0.1,0.1,0.1
Other Assets,7.72,7.57,13.48,15.67,35.12
Total Assets,23.66,23.51,29.53,34.12,52.99
