,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,138.09,82.66,96.4,106.48,109.65,44.2,112.46,84.88,262.72
Inventory Days,,,5.49,49.36,30.37,18.74,39.04,31.74,31.54,49.36,12.01
Days Payable,,,93.37,94.91,65.91,56.15,61.1,18.04,4.61,16.89,61.23
Cash Conversion Cycle,,,50.21,37.12,60.86,69.08,87.59,57.91,139.39,117.36,213.49
Working Capital Days,,,51.88,39.92,63.88,71.23,88.65,58.19,140.73,1145.93,931.55
ROCE %,,0.00,3.44,7.19,10.62,13.54,9.4,10.46,1.71,-0.14,3.99
