,2021-06-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,59.25,59.25,59.95,21.61,21.31,21.31
Public,40.75,40.75,40.05,78.39,78.7,78.69
No. of Shareholders,188.0,170.0,161.0,190.0,197.0,193.0
