,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,15,15,15,15,15,15
Reserves,1,11,14,18,23,29,32
Borrowings,25,24,30,43,42,41,53
Other Liabilities,15,11,7,16,40,43,23
Total Liabilities,52,61,66,93,120,128,123
Fixed Assets,2,2,4,4,4,4,5
CWIP,0,0,0,0,0,1,2
Investments,0,0,0,0,0,0,0
Other Assets,50,59,63,89,115,122,116
Total Assets,52,61,66,93,120,128,123
