,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.13,73.28,73.82,74.19,70.2,67.59,66.22
FIIs,1.16,1.17,1.27,1.29,1.78,2.47,4.23
DIIs,8.63,6.42,5.74,5.52,4.77,4.51,5.35
Public,18.08,19.12,19.17,19.0,23.24,25.43,24.2
No. of Shareholders,9438.0,13809.0,13140.0,14415.0,35123.0,36252.0,42346.0
