,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,1,1,1,-7,-50,-12,-10,0,-22
Cash from Investing Activity,0,0,-4,-1,0,0,-6,0,0,0,0
Cash from Financing Activity,0,0,3,-1,0,2,20,15,4,-3,-4
Net Cash Flow,0,0,0,0,0,-5,-36,3,-7,-3,-27
