,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,66.97,66.97,66.97,66.97,66.97
Public,33.03,33.03,33.03,33.03,33.03
No. of Shareholders,158.0,134.0,180.0,320.0,380.0
