,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
FIIs,20.08,18.0,17.04,14.65,12.79,11.99,43.35,43.34
DIIs,35.79,37.1,38.2,42.46,42.5,42.77,42.08,41.94
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
Public,44.13,44.9,44.76,42.89,44.71,45.24,14.52,14.68
No. of Shareholders,547642.0,795843.0,857729.0,1302214.0,2196475.0,2840964.0,2930527.0,3274360.0
